genre1,genre3,imdb_id,passed,type,title,bechdel_id,bechdel_rating,num_votes,runtime_minutes,imdb_rating,year,genre2
Adventure,Drama,tt3322420,Pass,movie,Queen,5280,3,64580,146,8.2,2014,Comedy
Comedy,Romance,tt0367174,Pass,movie,"Heung joh chow heung yau chow (Turn Left, Turn Right)",5278,3,1822,95,6.8,2003,Drama
Comedy,Drama,tt0098536,Fail,movie,Turner & Hooch,5277,1,69569,97,6.2,1989,Crime
Action,,tt0279493,Pass,movie,Undercover Brother,5276,3,34704,86,5.9,2002,Comedy
Comedy,,tt1694020,Pass,movie,"Guilt Trip, The",5275,3,36980,95,5.8,2012,Drama
Crime,Mystery,tt0229440,Fail,video,Hellraiser: Inferno,5274,1,16274,99,5.5,2000,Horror
Comedy,,tt2987732,Pass,movie,Fack ju Gohte,5273,3,28561,119,6.9,2013,
Adventure,,tt2113681,Fail,movie,"100-Year-Old Man Who Climbed Out the Window and Disappeared, The",5272,1,40072,114,7.1,2013,Comedy
Drama,Romance,tt1327194,Pass,movie,"Lucky One, The",5271,3,106663,101,6.5,2012,Mystery
Action,Crime,tt1855199,Pass,movie,End of Watch,5270,3,241677,109,7.6,2012,Adventure
Drama,,tt2349460,Pass,movie,Grace Unplugged,5269,3,3434,102,6.1,2013,Music
Comedy,,tt2244901,Pass,movie,I Give it a Year,5268,3,36947,97,5.7,2013,Romance
Drama,,tt1630036,Pass,movie,Courageous,5267,3,20400,130,7,2011,
Horror,,tt0116514,Fail,movie,Hellraiser: Bloodline,5266,1,20977,85,5.1,1996,Sci-Fi
Comedy,Family,tt0102492,Pass,movie,My Girl,5265,3,78721,102,6.9,1991,Drama
Adventure,Family,tt2243621,Pass,movie,Snow Queen,5264,3,2581,80,5.4,2012,Animation
Comedy,Musical,tt0462485,Fail,movie,Poultrygeist: Night of the Chicken Dead,5262,1,8383,103,6.1,2006,Horror
Horror,,tt0095294,Fail,movie,Hellbound: Hellraiser II,5261,1,47077,97,6.5,1988,Thriller
Documentary,,tt0102370,Pass,movie,Madonna: Truth or Dare,5260,3,9454,120,6.4,1991,Music
Animation,,tt1764666,Pass,movie,"Little Engine That Could, The",5259,3,374,83,5.7,2011,Family
Comedy,,tt0096176,Pass,movie,Sticky Fingers,5258,3,470,97,4.9,1988,
Adventure,,tt0085672,Pass,movie,Hercules,5257,3,3994,98,4,1983,Fantasy
Action,,tt1253863,Fail,movie,300: Rise of an Empire,5256,1,293828,102,6.2,2014,Drama
Drama,,tt0088075,Pass,movie,Secret Places,5255,3,104,98,6.9,1984,
Drama,,tt0281358,Pass,movie,A Walk to Remember,5254,3,207709,101,7.3,2002,Romance
Horror,,tt1680051,Pass,movie,Alyce Kills,5253,3,3052,90,5.5,2011,Thriller
Action,Sci-Fi,tt0457489,Pass,video,Star Wars: Revelations,5252,3,1177,47,5,2005,Adventure
Drama,,tt1527679,Pass,movie,Nasty Old People,5251,3,352,84,6.6,2009,
Comedy,,tt2081178,Pass,movie,Bad Parents,5250,3,537,100,3.5,2012,Drama
Comedy,Family,tt0475293,Pass,tvMovie,High School Musical,5249,3,86128,98,5.5,2006,Drama
Animation,Short,tt0807840,Fail,video,Elephants Dream,5248,0,1332,11,5.6,2006,Sci-Fi
Sci-Fi,,tt2285752,Fail,short,Tears of Steel,5247,0,1419,12,5.6,2012,Short
Horror,Sci-Fi,tt0120907,Fail,movie,eXistenZ,5246,1,98487,97,6.8,1999,Mystery
Comedy,,tt0780608,Pass,movie,Smiley Face,5245,3,17353,85,5.8,2007,
Comedy,Romance,tt0785007,Pass,movie,Over Her Dead Body,5244,3,24420,95,5.2,2008,Fantasy
Drama,,tt0106453,Pass,movie,Body of Evidence,5243,3,15046,99,4.5,1993,Thriller
Comedy,,tt0119038,Fail,movie,"Dinner Game, The",5242,1,40828,80,7.7,1998,
Horror,,tt0104692,Fail,movie,"Lawnmower Man, The",5241,1,35712,108,5.4,1992,Sci-Fi
Horror,,tt2523692,Pass,movie,Decay,5240,3,431,76,3.8,2012,
Drama,,tt1669706,Fail,movie,Valkaama,5239,2,13,93,4.7,2010,
Action,Sci-Fi,tt0107978,Pass,movie,RoboCop 3,5238,3,49680,104,4.1,1993,Crime
Action,Sci-Fi,tt0100502,Fail,movie,RoboCop 2,5237,1,85194,117,5.8,1990,Crime
Comedy,,tt1800246,Pass,movie,That Awkward Moment,5236,3,101739,94,6.1,2014,Romance
Drama,,tt0277027,Pass,movie,I Am Sam,5235,3,148476,132,7.6,2001,
Adventure,Sci-Fi,tt0080025,Fail,movie,Time After Time,5234,2,18045,112,7.1,1979,Drama
Drama,,tt0424880,Pass,movie,Candy,5233,3,45187,108,7.2,2006,Romance
Crime,Film-Noir,tt0042792,Pass,movie,No Way Out,5232,3,5309,106,7.4,1950,Drama
Animation,Fantasy,tt1610301,Pass,video,Barbie in a Mermaid Tale,5231,3,2575,75,6.4,2010,Family
Comedy,,tt0057329,Pass,movie,"Move Over, Darling",5230,3,5724,103,7,1963,Romance
Adventure,Crime,tt2278388,Fail,movie,"Grand Budapest Hotel, The",5229,1,771148,99,8.1,2014,Comedy
Drama,,tt1737090,Pass,movie,Amber Lake,5228,3,421,81,5.7,2011,Thriller
Comedy,Romance,tt0272338,Fail,movie,Punch-Drunk Love,5227,1,159928,95,7.3,2002,Drama
Drama,Horror,tt0134928,Fail,movie,Rasen,5226,1,3335,97,5.2,1998,Fantasy
Adventure,,tt2388821,Fail,movie,Zipi y Zape y el club de la canica,5225,0,942,97,5.5,2013,Comedy
Comedy,Short,tt0215664,Fail,short,"Cook in Trouble, The",5224,0,812,4,6,1904,Fantasy
Comedy,Romance,tt0215737,Fail,short,"Eclipse: Courtship of the Sun and Moon, The",5223,0,1238,9,6.4,1907,Fantasy
Comedy,,tt0061735,Pass,movie,Guess Who's Coming to Dinner,5222,3,44315,108,7.8,1967,Drama
Adventure,Comedy,tt0864835,Fail,movie,Mr. Peabody and Sherman,5221,1,68011,92,6.8,2014,Animation
Drama,Mystery,tt1837709,Pass,movie,Winter's Tale,5220,3,54187,118,6.2,2014,Fantasy
Horror,,tt2473682,Fail,movie,Paranormal Activity: The Marked Ones,5219,2,42114,84,5,2014,Mystery
Action,Sci-Fi,tt1418377,Fail,movie,"I, Frankenstein",5218,1,80342,92,5.1,2014,Fantasy
Action,Thriller,tt2024469,Pass,movie,Non-Stop,5217,3,260483,106,6.9,2014,Mystery
Action,Crime,tt1634136,Pass,movie,Violet & Daisy,5216,3,12628,88,6.1,2011,Comedy
Comedy,,tt2083355,Pass,movie,"Best Man Holiday, The",5215,3,15659,123,6.7,2013,Drama
Drama,,tt3515892,Fail,movie,"Pa Boys, The",5214,2,83,93,6.8,2014,Music
Drama,,tt0827517,Fail,movie,Reprise,5213,1,10840,105,7.3,2006,
Drama,Thriller,tt1918806,Pass,movie,Entrance,5212,3,941,83,4.8,2012,Horror
Horror,,tt0158011,Pass,movie,Trance (The Eternal),5211,3,1507,95,4.5,1998,
Comedy,,tt0290002,Pass,movie,Meet the Fockers,5210,3,265410,115,6.3,2004,Romance
Drama,,tt0035770,Pass,movie,Cry 'Havoc',5209,3,1052,97,6.9,1943,War
Adventure,Fantasy,tt1376213,Fail,movie,"Adventurer: The Curse of the Midas Box, The",5207,1,6608,100,5.5,2014,Family
Drama,Horror,tt0113409,Fail,movie,In the Mouth of Madness,5206,1,67265,95,7.2,1994,Fantasy
Horror,,tt0790686,Fail,movie,Mirrors,5205,1,106235,110,6.1,2008,Mystery
Comedy,Mystery,tt0492486,Pass,movie,Shrooms,5204,3,16664,84,4.7,2007,Horror
Comedy,,tt2523600,Fail,movie,Viva la liberta,5203,1,4465,94,7,2013,Drama
Drama,Horror,tt1220214,Fail,movie,Heartless,5202,1,10107,114,6,2009,Fantasy
Comedy,,tt0364725,Pass,movie,Dodgeball: A True Underdog Story,5201,3,242418,92,6.7,2004,Sport
Action,Thriller,tt0232500,Fail,movie,"Fast and the Furious, The",5200,1,374663,106,6.8,2001,Crime
Horror,,tt0235133,Fail,tvMovie,Ringu Kanzenban,5199,1,403,95,6.3,1995,Mystery
Horror,,tt0078503,Pass,short,Within the Woods,5198,3,2353,31,6.5,1978,Short
Drama,,tt1684911,Fail,short,Majorite opprimee,5197,0,549,11,7,2010,Short
Action,Drama,tt1921064,Pass,movie,Pompeii,5196,3,110122,105,5.5,2014,Adventure
Comedy,,tt0144168,Pass,movie,Dick,5195,3,19802,94,6.2,1999,
Animation,,tt3504064,Pass,video,Barbie: The Pearl Princess,5194,3,1190,73,6.3,2014,Family
Action,Thriller,tt1858481,Pass,movie,Last Passenger,5193,3,7224,97,5.7,2013,Mystery
Action,Thriller,tt2172934,Pass,movie,3 Days to Kill,5192,3,92299,117,6.2,2014,Drama
Mystery,,tt0382625,Fail,movie,"Da Vinci Code, The",5191,1,422441,149,6.6,2006,Thriller
Drama,,tt2331143,Pass,movie,"Soshite chichi ni naru (Like Father, Like Son)",5190,3,24140,121,7.8,2013,
Biography,,tt0109849,Pass,video,Fritänkaren,5189,3,86,276,7.5,1994,Drama
Drama,,tt2582008,Pass,movie,Meine Schwestern,5188,3,156,90,6.6,2013,
Drama,,tt0069067,Fail,movie,Payday,5187,2,902,103,7.1,1973,Music
Horror,,tt2318360,Pass,movie,Morgana,5186,3,322,90,3.6,2012,
Comedy,,tt0023969,Fail,movie,Duck Soup,5185,1,59417,69,7.8,1933,Musical
Comedy,,tt0129387,Pass,movie,There's Something About Mary,5183,3,305282,119,7.1,1998,Romance
Action,Sci-Fi,tt0100403,Fail,movie,Predator 2,5182,2,157180,108,6.3,1990,Horror
Adventure,,tt0300657,Pass,movie,Wiedźmin (The Hexer),5181,3,2117,130,3.7,2001,Fantasy
Fantasy,Mystery,tt2345567,Pass,movie,Haunter,5180,3,17358,97,5.9,2013,Horror
Horror,,tt0330312,Fail,tvMovie,Gakkô no kaidan G,5179,0,327,71,7.1,1988,
Crime,Thriller,tt0420509,Fail,movie,"Aura, The",5178,1,13938,134,7.2,2005,Drama
Comedy,Romance,tt2425486,Pass,movie,Gloria,5177,3,8805,110,6.8,2013,Drama
Horror,,tt1674047,Pass,movie,Birdemic 2: The Resurrection,5176,3,4624,79,1.6,2013,Thriller
Biography,Drama,tt3118958,Pass,tvMovie,Lizzie Borden Took An Ax,5175,3,5357,87,5.8,2014,Crime
Comedy,Fantasy,tt1052352,Pass,tvMovie,Princess: A Modern Fairtyale,5174,3,1795,88,5.4,2008,Family
Comedy,Romance,tt0119896,Pass,movie,Picture Perfect,5172,3,19992,101,5.5,1997,Drama
Comedy,,tt0062502,Pass,movie,Woman Times Seven,5171,3,1675,99,6,1967,Drama
Drama,Sci-Fi,tt0286106,Fail,movie,Signs,5170,1,354227,106,6.7,2002,Mystery
Biography,,tt2355540,Fail,movie,Cutie and the Boxer,5169,0,4607,82,7.2,2013,Documentary
Drama,,tt1764645,Pass,movie,In The Dark Half,5168,3,564,85,5.4,2012,Mystery
Action,Mystery,tt1321511,Fail,movie,Oldboy,5167,2,74368,104,5.7,2013,Drama
Animation,Romance,tt0480345,Pass,video,Barbie and the Magic of Pegasus,5166,3,3761,83,6.6,2005,Family
Comedy,Romance,tt0048673,Pass,movie,Summertime,5165,3,8400,102,7.1,1955,Drama
Action,Sci-Fi,tt1234721,Fail,movie,RoboCop,5164,2,224107,117,6.1,2014,Crime
Comedy,,tt0177507,Fail,movie,Gigantics,5163,1,4539,80,7.6,1999,Drama
Biography,Drama,tt1951216,Pass,movie,"Look of Love, The",5162,3,6930,101,6,2013,Comedy
Comedy,,tt1204975,Fail,movie,Last Vegas,5161,1,131667,105,6.6,2013,Drama
Action,Drama,tt0893412,Pass,movie,From Prada to Nada,5160,3,14974,107,5.5,2011,Comedy
Action,Drama,tt2614684,Fail,movie,71,5159,0,55154,99,7.2,2014,Crime
Comedy,,tt0443453,Fail,movie,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,5158,1,397421,84,7.3,2006,
Horror,,tt3186838,Pass,movie,Fields of the Dead,5157,3,612,84,2.6,2014,
Drama,,tt2224073,Pass,movie,Best Friends Forever,5156,3,347,113,5,2013,
Adventure,Comedy,tt1816518,Fail,movie,Ernest & Celestine,5155,1,20101,80,7.9,2012,Animation
Horror,,tt0087298,Pass,movie,Friday the 13th Part IV: The Final Chapter,5154,3,50489,91,6,1984,Thriller
Biography,Music,tt1266029,Pass,movie,Nowhere Boy,5153,3,36481,98,7.1,2009,Drama
Action,Sci-Fi,tt2175927,Pass,video,American Warships,5152,3,2587,89,2.8,2012,Adventure
Comedy,,tt0302640,Pass,movie,"Hot Chick, The",5151,3,94136,104,5.5,2002,Fantasy
Romance,Thriller,tt2395385,Pass,movie,1,5150,3,8117,96,5.5,2013,Sci-Fi
Action,Fantasy,tt2832470,Pass,movie,Dead Snow 2,5149,3,24360,100,6.9,2014,Comedy
Drama,,tt2132415,Fail,movie,Overcome,5148,2,289,85,5.7,2008,Romance
Comedy,,tt1641624,Pass,movie,My Piece of the Pie,5147,3,2179,109,5.8,2011,Drama
Drama,Sport,tt0871510,Pass,movie,Chakde! India,5146,3,78560,153,8.2,2007,Family
Action,Comedy,tt1545660,Pass,movie,Knights of Badassdom,5145,3,20330,86,5.7,2013,Adventure
Comedy,History,tt2177771,Fail,movie,"Monuments Men, The",5144,0,130132,118,6.1,2014,Drama
Action,Crime,tt0119472,Fail,movie,Knockin' on Heaven's Door,5143,1,29668,87,7.9,1997,Comedy
Biography,Documentary,tt3212568,Fail,movie,Beltracchi: The Art of Forgery,5142,1,1855,93,7.2,2013,Crime
Action,Thriller,tt0368909,Fail,movie,Ong-bak,5141,0,73768,108,7.2,2003,Crime
Comedy,,tt2388759,Pass,movie,Love & Air Sex,5140,3,987,91,5.2,2013,Romance
Comedy,,tt1366344,Pass,movie,"Sitter, The",5139,3,70284,81,5.7,2011,
Adventure,Family,tt0119152,Fail,movie,Free Willy 3: The Rescue,5136,1,10052,86,4.8,1997,Drama
Action,Drama,tt1686821,Pass,movie,Vampire Academy,5135,3,53964,104,5.5,2014,Comedy
Action,Drama,tt1456941,Pass,movie,"Tomorrow, When the War Began",5134,3,31027,104,6.2,2010,Adventure
Action,,tt0100009,Pass,movie,Lethal Games,5133,3,92,83,4.3,1991,Thriller
Action,Animation,tt1490017,Pass,movie,"Lego Movie, The",5132,3,342172,100,7.7,2014,Adventure
Drama,,tt1657510,Fail,movie,Gimme Shelter,5131,1,8686,120,6.5,2013,
Drama,,tt0037674,Fail,movie,Children of Paradise,5129,2,19542,189,8.4,1945,Romance
Drama,,tt0095497,Fail,movie,"Last Temptation of Christ, The",5128,2,56005,164,7.5,1988,
Drama,Western,tt0068699,Fail,movie,High Plains Drifter,5127,1,53915,105,7.5,1973,Mystery
Horror,,tt2450186,Pass,movie,V/H/S/2,5126,3,38980,96,6,2013,Thriller
Comedy,,tt0116985,Pass,movie,Manny & Lo,5125,3,2053,88,6.6,1996,Drama
Biography,History,tt0046731,Fail,movie,Attila,5124,2,718,80,5.5,1954,Drama
Drama,Romance,tt0054343,Pass,movie,"Story of Ruth, The",5123,3,1166,132,6.7,1960,History
Drama,,tt0054452,Pass,movie,"Truth, The",5122,3,3751,128,7.7,1960,
Drama,,tt2382009,Pass,movie,Nymphomaniac: Volume 2,5121,3,90868,124,6.7,2013,
Crime,Thriller,tt1485698,Fail,movie,Dom zly,5120,1,4643,105,7.4,2009,Drama
Crime,,tt3103576,Fail,movie,L'amour est un crime parfait,5119,2,2056,110,5.8,2013,Thriller
Drama,,tt0071141,Pass,movie,Ali: Fear Eats the Soul,5118,3,20711,92,8.1,1974,Romance
Drama,,tt0381681,Fail,movie,Before Sunset,5117,0,254314,80,8.1,2004,Romance
Crime,Mystery,tt1257579,Pass,movie,El traspatio (Backyard),5116,3,1551,122,7,2009,Drama
Drama,,tt0040202,Fail,movie,Call Northside 777,5115,1,8816,112,7.4,1948,Film-Noir
Comedy,,tt2201221,Fail,movie,Some Girl(s),5114,1,3642,90,4.6,2013,Drama
Comedy,Romance,tt2829458,Pass,movie,Kyss meg for faen i helvete,5113,3,760,90,6.4,2013,Drama
Action,Comedy,tt0406375,Fail,movie,Zathura: A Space Adventure,5112,0,101360,101,6.2,2005,Adventure
Comedy,,tt2403029,Pass,movie,"Starving Games, The",5111,3,20329,83,3.2,2013,Sci-Fi
Adventure,Comedy,tt1985966,Pass,movie,Cloudy with a Chance of Meatballs 2,5110,3,99222,95,6.4,2013,Animation
Comedy,,tt1885300,Pass,movie,Best Man Down,5109,3,9481,89,6.4,2012,Drama
Action,Drama,tt0169858,Pass,movie,Neon Genesis Evangelion: The End of Evangelion,5108,3,50884,87,8.1,1997,Animation
Crime,Thriller,tt0363589,Pass,movie,Elephant,5107,3,89964,81,7.2,2003,Drama
Comedy,,tt1985019,Pass,movie,Austenland,5106,3,20415,97,6.3,2013,Romance
Drama,,tt2404461,Pass,movie,Le Passé,5105,3,48222,130,7.7,2013,Mystery
Action,Crime,tt1408253,Fail,movie,Ride Along,5104,0,111279,99,6.2,2014,Comedy
Biography,Sport,tt0355702,Fail,movie,Lords of Dogtown,5103,2,54494,107,7.1,2005,Drama
Horror,,tt1854506,Pass,movie,Aliens vs. Avatars,5101,3,1668,80,1.5,2011,Sci-Fi
Horror,,tt1496884,Pass,movie,Spiderhole,5100,3,1031,82,4.2,2010,
Comedy,Romance,tt1319722,Pass,movie,A Little Help,5099,3,3370,105,5.6,2010,Drama
Comedy,Romance,tt2328749,Pass,tvMovie,Steel Magnolias,5098,3,2062,85,5.4,2012,Drama
Action,Sci-Fi,tt2369396,Pass,movie,Bounty Killer,5097,3,7143,92,5.5,2013,Comedy
Comedy,,tt2429414,Pass,movie,Hannas Reise,5096,3,392,100,6.3,2013,Romance
Animation,Family,tt0252227,Pass,video,Alvin and the Chipmunks Meet the Wolfman,5094,3,1550,77,6.6,2000,Comedy
Comedy,,tt2792728,Pass,movie,Karlek deluxe,5093,3,321,92,4.1,2013,
Biography,History,tt0043949,Pass,movie,Quo Vadis,5092,3,14839,171,7.2,1951,Drama
Action,Thriller,tt1205537,Fail,movie,Jack Ryan: Shadow Recruit,5090,1,129542,105,6.2,2014,Drama
Drama,Thriller,tt0470705,Pass,movie,Bug,5088,3,34803,102,6.1,2006,Horror
Comedy,,tt1995304,Fail,movie,Fat Kid Rules the World,5086,0,3319,98,6.5,2012,Drama
Adventure,Family,tt3183630,Fail,movie,"Boy and the World, The",5085,0,6916,80,7.6,2013,Animation
Comedy,Horror,tt0112896,Pass,movie,Dracula: Dead and Loving It,5084,3,41102,88,5.9,1995,Fantasy
Action,Drama,tt0106770,Pass,movie,Dragon: The Bruce Lee Story,5083,3,30786,120,7,1993,Biography
Comedy,,tt0274155,Fail,movie,Tanguy,5082,1,7113,108,6.4,2001,
Drama,Thriller,tt0038057,Pass,movie,Scarlet Street,5081,3,16198,102,7.8,1945,Film-Noir
Drama,,tt0307901,Fail,movie,25th Hour,5080,2,176600,135,7.6,2002,
Comedy,Romance,tt1932718,Fail,movie,Thanks for Sharing,5079,2,27962,112,6.4,2013,Drama
Drama,Romance,tt0109456,Pass,movie,Color of Night,5078,3,23818,121,5.2,1994,Mystery
Horror,,tt0926129,Pass,movie,Prom Night,5077,3,35602,88,3.9,2008,Mystery
Drama,,tt2395417,Fail,movie,Still Life,5076,1,7935,92,7.4,2013,
Action,Fantasy,tt0486576,Pass,movie,Fantastic Four: Rise of the Silver Surfer,5075,3,260584,92,5.6,2007,Adventure
Action,Sci-Fi,tt0119567,Pass,movie,"Lost World: Jurassic Park, The",5074,3,402497,129,6.6,1997,Adventure
Thriller,,tt0263215,Pass,movie,Picture Claire,5073,3,1126,91,5.5,2000,
Documentary,,tt0230746,Fail,short,"Searching Ruins on Broadway, Galveston, for Dead Bodies",5072,0,201,1,5,1900,Short
Drama,,tt0801526,Pass,movie,"Tracey Fragments, The",5071,3,7514,77,6.1,2007,
Drama,Horror,tt1692504,Pass,movie,We are The Night (Wir sind die Nacht),5070,3,8227,99,6.2,2010,Fantasy
Comedy,,tt0377995,Fail,short,Grandma Threading Her Needle,5069,0,22,1,5.9,1900,Short
Action,Fantasy,tt1043726,Fail,movie,"Legend of Hercules, The",5068,2,54172,99,4.2,2014,Adventure
Drama,,tt1937390,Pass,movie,Nymphomaniac: Volume 1,5067,3,121900,117,6.9,2013,
Horror,,tt2107648,Pass,movie,Ahi va el diablo,5066,3,4084,97,5.6,2012,Thriller
Comedy,Romance,tt0107212,Pass,movie,Indian Summer,5065,3,5546,97,6.6,1993,Drama
Fantasy,Short,tt0223755,Fail,short,"Monster, The",5064,0,1178,3,6.3,1903,Horror
Comedy,Short,tt0000455,Fail,short,"Music Lover, The",5063,0,1790,3,6.8,1903,Music
Biography,Romance,tt2058107,Fail,movie,"Railway Man, The",5062,0,39629,116,7.1,2013,Drama
Action,Drama,tt1979320,Fail,movie,Rush,5061,1,463664,123,8.1,2013,Biography
Action,Family,tt0120738,Pass,movie,Lost in Space,5060,3,71760,130,5.2,1998,Adventure
Horror,Thriller,tt0415167,Pass,movie,Mortuary,5059,3,5784,94,4.1,2005,Mystery
Drama,,tt0118550,Pass,movie,Le Acrobate,5058,3,205,123,7,1997,Romance
Drama,,tt1783798,Pass,movie,Union Squre,5057,3,571,80,5.2,2011,
Action,Horror,tt0317676,Fail,movie,House of the Dead,5056,2,37057,90,2.1,2003,Adventure
Horror,,tt0780583,Pass,movie,Flight of the Living Dead,5055,3,9213,89,5.1,2007,
Comedy,Sci-Fi,tt2245195,Fail,movie,"History of Future Folk, The",5054,2,3350,86,7.2,2012,Music
Biography,Romance,tt0423455,Fail,tvMovie,Hemingway & Gellhorn,5053,2,9583,155,6.3,2012,Drama
Comedy,Sci-Fi,tt1351177,Fail,movie,Last of the Living,5052,0,1792,88,4.7,2009,Horror
Comedy,Horror,tt0349349,Fail,movie,Die You Zombie Bastards!,5051,1,715,97,4.4,2005,Fantasy
Horror,,tt0896534,Fail,movie,Deadgirl,5050,0,19312,101,5.6,2008,
Action,Horror,tt0770739,Fail,tvMovie,Dead & Deader,5049,1,1559,89,4.7,2006,Comedy
Drama,Mystery,tt0368563,Pass,movie,Possession,5048,3,7663,86,5.5,2008,Horror
Comedy,,tt0409842,Pass,video,Corpses,5047,3,413,90,3.4,2004,Horror
Comedy,Horror,tt0415679,Fail,movie,Boy Eats Girl,5046,2,3904,80,5,2005,Fantasy
Comedy,Horror,tt0765430,Pass,movie,American Zombie,5045,3,1189,90,5,2007,Drama
Action,Horror,tt1362058,Fail,movie,Cockneys vs Zombies,5044,2,19225,88,5.9,2012,Comedy
Drama,,tt1623745,Pass,movie,Little Birds,5043,3,5010,94,6.1,2011,
Drama,Mystery,tt0425430,Pass,movie,"Messengers, The",5042,3,39559,90,5.4,2007,Horror
Action,Crime,tt1422136,Pass,movie,A Lonely Place to Die,5041,3,28929,99,6.2,2011,Adventure
Crime,Mystery,tt0086984,Fail,movie,Body Double,5040,2,32587,114,6.8,1984,Drama
Animation,Fantasy,tt0032455,Fail,movie,Fantasia,5039,0,93829,125,7.7,1940,Family
Animation,,tt0439623,Pass,video,In Search of Santa,5038,3,295,80,4.9,2004,Family
Comedy,,tt1185416,Pass,movie,When in Rome,5036,3,61844,91,5.6,2010,Romance
Action,Comedy,tt1525366,Pass,movie,Grabbers,5035,3,18151,94,6.3,2012,Adventure
Crime,Romance,tt1235842,Pass,movie,El nino pez,5034,3,2229,96,5.9,2009,Drama
Biography,History,tt2024544,Pass,movie,12 Years a Slave,5033,3,679287,134,8.1,2013,Drama
Comedy,Music,tt0423382,Pass,movie,Tjenare kungen,5030,3,3296,94,6.1,2005,Drama
Drama,,tt0023932,Pass,movie,Day of Reckoning,5029,3,253,69,6.3,1933,
Drama,Mystery,tt0815178,Pass,movie,"Life Before Her Eyes, The",5028,3,14198,90,6.3,2007,Fantasy
Animation,Fantasy,tt2457282,Pass,movie,Madoka Magica: Rebellion Story,5026,3,3419,116,7.8,2013,Drama
Action,Comedy,tt1788453,Fail,video,"Amazing Bulk, The",5025,0,3189,76,1.7,2010,Animation
Fantasy,Short,tt0216016,Fail,short,"Mysterious Retort, The",5024,0,644,3,5.8,1906,Mystery
Biography,History,tt2304771,Fail,movie,Mandela: Long Walk to Freedom,5023,1,27638,141,7.1,2013,Drama
Comedy,,tt2315200,Fail,movie,"Les garcons et Guillaume, a table!",5022,1,7613,85,6.7,2013,
Comedy,Romance,tt1937118,Pass,movie,Casse-tete chinois,5021,3,14264,117,7,2013,Drama
Drama,,tt2298416,Pass,movie,Suzanne,5020,3,1721,94,6.7,2013,
Crime,Mystery,tt0473705,Pass,movie,State of Play,5019,3,150173,127,7.1,2009,Drama
Action,Drama,tt1456060,Pass,movie,Boy Wonder,5018,3,9164,93,6.8,2010,Crime
Comedy,,tt0094089,Fail,movie,Swimming to Cambodia,5017,0,2199,85,7.6,1987,Drama
Horror,Thriller,tt0457275,Fail,movie,Altered,5016,0,10407,88,5.6,2006,Sci-Fi
Horror,Thriller,tt1905040,Pass,movie,Devil's Pass,5015,3,24796,100,5.7,2013,Mystery
Drama,,tt0816442,Pass,movie,"Book Thief, The",5014,3,133089,131,7.5,2013,War
Comedy,,tt1446201,Pass,tvMovie,12 Men of Christmas,5013,3,2460,95,5.6,2009,Romance
Drama,,tt0428038,Pass,movie,Sweet Land,5012,3,3882,110,7.2,2005,Romance
Adventure,History,tt2101473,Fail,movie,"Physician, The",5011,1,38899,155,7.2,2013,Drama
Horror,,tt1649444,Pass,movie,[REC]3 Genesis,5010,3,34933,80,5,2012,Thriller
Horror,Thriller,tt1512685,Pass,movie,Los ojos de Julia (Julia's Eyes),5009,3,34851,118,6.7,2010,Mystery
Drama,,tt2216240,Fail,movie,Kapringen,5008,1,16535,103,7.2,2012,Thriller
Comedy,,tt0866439,Fail,movie,Made of Honor,5007,2,70724,101,5.9,2008,Romance
Action,Animation,tt0181739,Pass,movie,Osmosis Jones,5006,3,35381,95,6.3,2001,Adventure
Horror,,tt0103919,Pass,movie,Candyman,5005,3,87444,99,6.7,1992,Thriller
Short,,tt0135690,Fail,short,"Scheming Gambler's Paradise, The",5003,0,813,3,6.1,1905,
Horror,,tt0135180,Fail,short,"Infernal Boiling Pot, The",5002,0,1650,2,6.6,1903,Short
Action,Horror,tt2446502,Pass,movie,Zombie Hunter,5001,3,2665,93,3.5,2013,Comedy
Comedy,Fantasy,tt1714915,Pass,movie,Only Lovers Left Alive,5000,3,98249,123,7.3,2013,Drama
Comedy,Romance,tt0104412,Fail,movie,Hero,4999,1,22272,119,6.5,1992,Drama
Drama,,tt0095765,Fail,movie,Cinema Paradiso,4998,1,251877,155,8.5,1988,Romance
Thriller,,tt2403419,Pass,movie,For Elisa,4996,3,787,75,4.2,2013,
Comedy,Short,tt0000359,Fail,short,L'homme a la tete en caoutchouc,4995,0,2824,3,7.1,1901,Fantasy
Comedy,,tt0135453,Fail,short,"One-Man Band, The",4993,0,2258,2,7,1900,Short
Horror,Short,tt0449092,Fail,video,Rings,4992,1,2594,16,6.7,2005,Mystery
Comedy,,tt1666642,Pass,tvMovie,Revenge of the Bridesmaids,4991,3,6038,95,6,2010,Romance
Comedy,,tt0094921,Pass,movie,Crossing Delancey,4990,3,4254,97,6.9,1988,Romance
Action,Fantasy,tt1335975,Fail,movie,47 Ronin,4989,2,157104,128,6.3,2013,Drama
Fantasy,,tt0178844,Pass,tvMovie,La principessa e il povero,4987,3,288,180,6.2,1997,
Comedy,Fantasy,tt0096061,Pass,movie,Scrooged,4986,3,98213,101,7,1988,Drama
Animation,,tt1857718,Pass,video,Gyo,4985,3,1533,70,5.5,2012,Horror
Crime,Thriller,tt0804516,Pass,movie,P2,4984,3,33712,98,5.9,2007,Horror
